MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
20261201,Nick Watson,Hawthorn,0.2,5.6,11.7,3.9,21.4,12.34,1.7,15.1,7.7,8.9,6,103,88,0.39,6,84,8,13,21,76.2,242,291,3,2,4,13,0,8,8,6,6,9,3,3,0,0,33,2,2,0,0,0,4,2,1,12.6,0.4,2,12,2
20261201,Mabior Chol,Hawthorn,4.4,2.7,3.6,9.9,20.5,8.12,1.5,17.5,6.7,16,0,80,63,0.01,0,73,9,1,10,90,334,113,5,3,2,8,0,5,1,4,1,2,2,5,1,2,10,1,1,5,1,1,2,2,0,3.9,8.1,3,7,2
20261201,Jai Newcombe,Hawthorn,3.2,4.1,6,5.1,18.4,13.04,6,8.7,4.6,10.3,2,98,85,0.79,12,79,8,17,25,96,171,431,1,1,6,18,0,8,4,2,2,13,3,2,2,0,83,7,7,0,0,0,0,0,0,0,0,1,7,2
20261201,Blake Hardwick,Hawthorn,1,3.3,0.4,11.8,16.5,9.55,0,14.6,4.3,11.6,0,74,93,0.19,3,89,11,6,17,82.4,303,174,1,3,0,9,1,4,3,4,3,4,3,9,1,1,0,0,0,0,0,0,5,4,0,14.8,9.2,0,7,2
20261201,Callum Wilkie,St Kilda,1.5,6.3,3.7,4.8,16.2,10.47,0,11.5,8,1.9,0,118,100,0,0,92,12,11,23,82.6,386,227,0,4,5,16,3,9,7,9,7,2,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
20261201,Jack Sinclair,St Kilda,4.9,0.9,5.6,4.6,16.1,13.16,2.8,9.8,3.9,9.1,0,128,109,0.05,0,83,25,8,33,84.8,830,374,6,8,2,14,4,5,4,3,3,20,3,4,0,0,30,2,1,0,0,0,1,0,1,2.8,-1.8,1,9,2
20261201,Bradley Hill,St Kilda,1.4,2.3,4,6.8,14.4,8.59,0.8,9.1,4.1,6.2,0,68,93,0,0,88,18,12,30,76.7,560,398,2,6,0,17,2,4,3,3,2,15,3,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,2
20261201,James Sicily,Hawthorn,1.7,3.3,9.1,0.1,14.2,10.42,0,12.9,10.6,4,9,127,123,2.14,44,89,20,13,33,81.8,600,209,1,7,3,11,6,9,9,9,9,8,13,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
20261201,Jack Macrae,St Kilda,-0.2,2.7,7.9,3.7,14,9.65,6,3.7,7.9,2.4,0,65,68,0,0,71,5,16,21,81,128,283,3,3,4,19,0,12,9,5,4,5,3,2,0,0,57,6,6,0,0,0,0,0,0,0,0,1,8,3
20261201,Josh Ward,Hawthorn,2.6,4.9,2.8,3.5,13.8,10.04,3.4,4.5,4.6,3.2,0,84,80,0.09,1,84,9,13,22,86.4,205,232,2,1,2,23,0,3,2,0,0,11,0,6,0,0,57,4,3,0,0,0,1,0,1,2.1,-1.1,0,7,0
20261201,Darcy Wilson,St Kilda,2,1.2,5.9,4.7,13.7,9.47,-0.5,12.8,4.9,6.5,0,94,107,0.01,0,85,14,11,25,68,393,441,2,4,5,17,0,7,4,3,1,10,6,5,1,0,3,2,3,0,0,0,2,1,0,4.3,1.7,0,7,0
20261201,Ryan Byrnes,St Kilda,4.3,1.3,2,5.9,13.5,6.85,0,10.7,2.8,8.4,0,77,92,0,0,80,19,3,22,72.7,672,144,5,5,1,8,0,2,1,2,1,8,4,9,1,0,0,0,0,0,0,0,1,0,0,2.3,-2.3,2,5,0
20261201,Rowan Marshall,St Kilda,3,1.7,4,4.2,13,10.87,1.4,8.4,5,4.7,0,63,57,0,0,70,10,4,14,57.1,232,62,3,2,0,11,0,8,5,5,3,3,3,3,1,0,37,1,4,32,5,2,1,1,0,1.7,4.3,0,3,0
20261201,Cam Mackenzie,Hawthorn,2.2,3.8,4.2,2.2,12.4,9.84,2.3,6.9,5.1,4.8,7,102,100,1.07,18,80,13,16,29,86.2,339,291,5,5,6,24,0,9,5,5,4,17,3,1,0,0,50,2,4,0,0,0,0,0,0,0,0,0,4,2
20261201,Jack Gunston,Hawthorn,7.3,2.8,2.1,0,12.1,8.97,0.3,10.6,3.4,7.1,1,97,81,0.5,7,62,10,0,10,60,233,5,1,1,1,9,0,1,1,1,1,1,0,5,0,0,0,1,1,0,0,0,8,5,2,27.1,4.9,0,9,1
20261201,Max Hall,St Kilda,0.9,0,6.7,4.5,12.1,11.87,3.5,4.4,5.7,2.7,0,90,77,0.01,0,78,12,14,26,88.5,392,359,5,3,2,28,0,10,6,4,4,14,3,3,0,0,70,5,5,0,0,0,1,0,1,2.4,-1.4,0,11,1
20261201,Will Day,Hawthorn,2,2.1,6,1.7,11.9,11.94,4.2,4.1,4.8,5.8,0,83,64,0.05,0,62,9,9,18,83.3,348,244,3,1,3,22,0,7,3,2,1,7,2,3,1,0,47,5,4,0,0,0,1,0,1,1.9,-0.9,0,7,0
20261201,Jack Ginnivan,Hawthorn,2.7,7.8,-0.1,1.5,11.9,8.56,1.1,7.1,4.2,4.7,0,101,86,0.01,0,88,13,8,21,81,232,287,6,3,1,22,0,4,4,3,3,6,2,8,0,0,0,1,1,0,0,0,1,1,0,5.8,0.2,2,5,1
20261201,Ned Reeves,Hawthorn,3.3,0,3.5,3.9,10.7,11.29,4.3,1.6,3,0,0,67,49,0,0,60,1,4,5,100,22,139,0,1,4,8,0,4,2,2,2,0,1,0,0,0,50,2,2,50,23,9,0,0,0,0,0,0,4,3
20261201,Massimo D'Ambrosio,Hawthorn,4.9,1.3,2.4,1.9,10.5,10.06,1.7,7.4,3.4,5.2,2,92,96,0.24,3,79,17,11,28,71.4,587,217,6,4,2,10,0,4,4,2,2,18,2,5,1,0,0,1,0,0,0,0,0,0,0,0,0,1,6,2
20261201,Hugo Garcia,St Kilda,3.5,3.6,2,0.5,9.6,11.1,5.4,-0.8,5.7,-1.2,0,81,75,0,0,77,7,12,19,78.9,182,316,1,2,5,28,0,7,4,2,1,10,2,3,0,0,80,2,4,0,0,0,1,0,1,3.5,-2.5,0,6,1
