MatchId,Player,Team,Rating_Q1,Rating_Q2,Rating_Q3,Rating_Q4,RatingPoints,EstimatedRating,Equity_PreClearance,Equity_PostClearance,Equity_Possession,Equity_BallUse,CoachesVotes,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,AssistedMetresGained,Inside50s,Turnovers,Tackles,PressureActs,KickIns,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,HandballReceives,Intercepts,Marks,InterceptMarks,ContestedMarks,CentreBounceAttendancePercentage,TotalClearances,FirstPossessions,RuckContests,Hitouts,HitoutsToAdvantage,ShotsAtGoal,Goals,Behinds,xScore,xScoreRating,GoalAssists,ScoreInvolvements,ScoreLaunches
20261101,Josh Weddle,Hawthorn,6,4.6,5.4,1.4,17.4,9.6,0,14.6,5.2,8,2,100,61,0.08,1,86,9,8,17,88.2,410,202,3,1,3,11,1,5,5,5,5,5,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
20261101,Sam Berry,Adelaide,2.9,3.6,4.2,6.1,16.8,10.45,1.2,10.1,4.3,8,2,132,105,0.38,7,70,12,15,27,85.2,471,367,6,1,10,18,0,8,6,2,2,16,2,1,1,0,61,5,5,0,0,0,1,0,1,2,-1,1,7,3
20261101,Wayne Milera,Adelaide,3.3,4.2,6,3.1,16.5,9.82,3.3,7.7,7,5.7,5,143,106,0.66,11,80,22,10,32,84.4,768,416,6,6,3,6,7,9,7,6,4,9,8,5,1,0,0,4,3,0,0,0,1,0,0,3.5,-3.5,0,5,2
20261101,Jordan Dawson,Adelaide,9.6,2.5,2.7,1.1,15.9,14.49,0.7,13.6,10.7,3.4,3,111,131,1.42,24,91,21,7,28,35.7,661,248,7,7,9,21,0,12,8,7,4,10,6,5,2,1,74,4,5,0,0,0,3,1,1,6.5,0.5,0,4,1
20261101,Nick Watson,Hawthorn,0.2,7.3,-0.4,7.6,14.7,12.25,0.6,13.1,8.2,5.4,0,98,52,0.04,1,75,8,4,12,66.7,251,179,4,1,0,8,0,10,5,8,5,2,3,1,0,0,22,2,2,0,0,0,4,2,1,14,-1,0,11,3
20261101,Zac Taylor,Adelaide,6.1,1.8,6.5,0,14.4,6.68,0,11.9,4.9,7.7,0,77,56,0,0,76,7,5,12,91.7,233,135,3,1,4,7,0,6,4,6,4,7,4,2,0,1,0,0,0,0,0,0,1,1,0,2.7,3.3,1,4,1
20261101,Blake Hardwick,Hawthorn,7,1.8,2.6,3,14.4,9.27,0,13.1,7.6,5.6,7,106,92,1.47,24,92,10,4,14,57.1,263,168,0,3,3,11,0,4,1,4,1,3,1,6,0,2,0,0,0,0,0,0,8,4,2,26.3,-0.3,0,10,1
20261101,James Borlase,Adelaide,3.2,2.2,5.6,1.6,12.6,6.87,0,11.9,6.7,2,0,81,52,0,0,96,6,8,14,71.4,183,119,2,3,2,11,1,6,4,6,4,5,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20261101,Luke Nankervis,Adelaide,4,2.9,3.4,2.4,12.6,6.69,1,8.3,5.5,4.1,0,82,55,0,0,73,4,11,15,80,178,302,0,2,6,18,0,8,8,6,6,6,6,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,1
20261101,Lachlan McAndrew,Adelaide,3.3,7.4,0.5,1.3,12.6,11.21,6.4,3.9,4.7,5.5,0,75,75,0.01,0,72,7,5,12,75,158,220,2,0,5,11,0,8,5,0,0,1,0,2,0,0,87,7,7,82,22,4,1,1,0,2.7,3.3,0,4,2
